x	VE	analog 5.24
x	HN	gtaeronautics.com
x	PS	2021	07	18	06	14
x	FR	2007	12	18	17	05
x	LR	2021	07	16	23	58
x	E7	2021	07	18	06	14
x	SR	968973
x	S7	2694
x	NC	386049
x	C7	0
x	FL	402266
x	F7	474
x	RR	181
x	R7	0
x	NH	85608
x	H7	409
x	BT	36230790672
x	B7	182200161
1	Rr	57226	5.906	2021
1	Rr	89380	9.224	2020
1	Rr	80088	8.265	2019
1	Rr	68927	7.113	2018
1	Rr	60168	6.209	2017
1	Rr	73316	7.566	2016
1	Rr	80796	8.338	2015
1	Rr	110773	11.432	2014
1	Rr	65173	6.726	2013
1	Rr	60742	6.269	2012
1	Rr	57015	5.884	2011
1	Rr	22139	2.285	2010
1	Rr	69710	7.194	2009
1	Rr	71820	7.412	2008
1	Rr	1700	0.175	2007
1	*BT	R	110773	2014
W	Rr	1200	0.124	2012	10	21
W	Rr	1382	0.143	2012	10	14
W	Rr	1127	0.116	2012	10	07
W	Rr	1187	0.123	2012	09	30
W	Rr	1172	0.121	2012	09	23
W	Rr	1034	0.107	2012	09	16
W	Rr	944	0.097	2012	09	09
W	Rr	958	0.099	2012	09	02
W	Rr	734	0.076	2012	08	26
W	Rr	881	0.091	2012	08	19
W	Rr	874	0.090	2012	08	12
W	Rr	973	0.100	2012	08	05
W	Rr	1010	0.104	2012	07	29
W	Rr	943	0.097	2012	07	22
W	Rr	1089	0.112	2012	07	15
W	Rr	888	0.092	2012	07	08
W	Rr	845	0.087	2012	07	01
W	Rr	1070	0.110	2012	06	24
W	Rr	1050	0.108	2012	06	17
W	Rr	1271	0.131	2012	06	10
W	Rr	957	0.099	2012	06	03
W	Rr	1249	0.129	2012	05	27
W	Rr	1055	0.109	2012	05	20
W	Rr	1392	0.144	2012	05	13
W	Rr	1140	0.118	2012	05	06
W	Rr	1807	0.186	2012	04	29
W	Rr	1225	0.126	2012	04	22
W	Rr	1264	0.130	2012	04	15
W	Rr	1075	0.111	2012	04	08
W	Rr	1261	0.130	2012	04	01
W	Rr	1345	0.139	2012	03	25
W	Rr	1254	0.129	2012	03	18
W	Rr	1478	0.153	2012	03	11
W	Rr	1503	0.155	2012	03	04
W	Rr	1532	0.158	2012	02	26
W	Rr	1464	0.151	2012	02	19
W	Rr	1154	0.119	2012	02	12
W	Rr	1240	0.128	2012	02	05
W	Rr	1088	0.112	2012	01	29
W	Rr	1125	0.116	2012	01	22
W	Rr	60	0.006	2012	01	15
W	Rr	1472	0.152	2012	01	08
W	Rr	1122	0.116	2012	01	01
W	Rr	888	0.092	2011	12	25
W	Rr	1360	0.140	2011	12	18
W	Rr	1486	0.153	2011	12	11
W	Rr	1330	0.137	2011	12	04
W	Rr	1094	0.113	2011	11	27
W	Rr	1062	0.110	2011	11	20
W	Rr	1123	0.116	2011	11	13
W	Rr	975	0.101	2011	11	06
W	Rr	1264	0.130	2011	10	30
W	Rr	1140	0.118	2011	10	23
W	Rr	1211	0.125	2011	10	16
W	Rr	1236	0.128	2011	10	09
W	Rr	1128	0.116	2011	10	02
W	Rr	1083	0.112	2011	09	25
W	Rr	1451	0.150	2011	09	18
W	Rr	1278	0.132	2011	09	11
W	Rr	1219	0.126	2011	09	04
W	Rr	1316	0.136	2011	08	28
W	Rr	1119	0.115	2011	08	21
W	Rr	1484	0.153	2011	08	14
W	Rr	1671	0.172	2011	08	07
W	Rr	1319	0.136	2011	07	31
W	Rr	1197	0.124	2011	07	24
W	Rr	1504	0.155	2011	07	17
W	Rr	1367	0.141	2011	07	10
W	Rr	1205	0.124	2011	07	03
W	Rr	1333	0.138	2011	06	26
W	Rr	1059	0.109	2011	06	19
W	Rr	1353	0.140	2011	06	12
W	Rr	1275	0.132	2011	06	05
W	Rr	983	0.101	2011	05	29
W	Rr	1262	0.130	2011	05	22
W	Rr	1374	0.142	2011	05	15
W	Rr	1076	0.111	2011	05	08
W	Rr	0	0.000	2011	05	01
W	Rr	0	0.000	2011	04	24
W	Rr	0	0.000	2011	04	17
W	Rr	0	0.000	2011	04	10
W	Rr	0	0.000	2011	04	03
W	Rr	0	0.000	2011	03	27
W	Rr	24	0.002	2011	03	20
W	Rr	1317	0.136	2011	03	13
W	Rr	1258	0.130	2011	03	06
W	Rr	1372	0.142	2011	02	27
W	Rr	1226	0.127	2011	02	20
W	Rr	1524	0.157	2011	02	13
W	Rr	1366	0.141	2011	02	06
W	Rr	958	0.099	2011	01	30
W	Rr	1273	0.131	2011	01	23
W	Rr	1560	0.161	2011	01	16
W	Rr	1472	0.152	2011	01	09
W	Rr	1310	0.135	2011	01	02
W	Rr	798	0.082	2010	12	26
W	Rr	935	0.096	2010	12	19
W	Rr	0	0.000	2010	12	12
W	Rr	0	0.000	2010	12	05
W	Rr	0	0.000	2010	11	28
W	Rr	0	0.000	2010	11	21
W	Rr	0	0.000	2010	11	14
W	Rr	0	0.000	2010	11	07
W	Rr	0	0.000	2010	10	31
W	Rr	0	0.000	2010	10	24
W	Rr	0	0.000	2010	10	17
W	Rr	0	0.000	2010	10	10
W	Rr	0	0.000	2010	10	03
W	Rr	0	0.000	2010	09	26
W	Rr	0	0.000	2010	09	19
W	Rr	0	0.000	2010	09	12
W	Rr	0	0.000	2010	09	05
W	Rr	0	0.000	2010	08	29
W	Rr	0	0.000	2010	08	22
W	Rr	0	0.000	2010	08	15
W	Rr	0	0.000	2010	08	08
W	Rr	0	0.000	2010	08	01
W	Rr	0	0.000	2010	07	25
W	Rr	0	0.000	2010	07	18
W	Rr	0	0.000	2010	07	11
W	Rr	0	0.000	2010	07	04
W	Rr	15	0.002	2010	06	27
W	Rr	914	0.094	2010	06	20
W	Rr	1104	0.114	2010	06	13
W	Rr	1096	0.113	2010	06	06
W	Rr	1171	0.121	2010	05	30
W	Rr	1115	0.115	2010	05	23
W	Rr	1170	0.121	2010	05	16
W	Rr	1334	0.138	2010	05	09
W	Rr	1109	0.114	2010	05	02
W	Rr	1067	0.110	2010	04	25
W	Rr	1212	0.125	2010	04	18
W	Rr	1054	0.109	2010	04	11
W	Rr	1325	0.137	2010	04	04
W	Rr	811	0.084	2010	03	28
W	Rr	1195	0.123	2010	03	21
W	Rr	1338	0.138	2010	03	14
W	Rr	1113	0.115	2010	03	07
W	Rr	1103	0.114	2010	02	28
W	Rr	1290	0.133	2010	02	21
W	Rr	0	0.000	2010	02	14
W	Rr	0	0.000	2010	02	07
W	Rr	0	0.000	2010	01	31
W	Rr	0	0.000	2010	01	24
W	Rr	0	0.000	2010	01	17
W	Rr	0	0.000	2010	01	10
W	Rr	0	0.000	2010	01	03
W	Rr	78	0.008	2009	12	27
W	Rr	945	0.098	2009	12	20
W	Rr	1140	0.118	2009	12	13
W	Rr	1323	0.137	2009	12	06
W	Rr	1518	0.157	2009	11	29
W	Rr	1352	0.140	2009	11	22
W	Rr	1346	0.139	2009	11	15
W	Rr	1416	0.146	2009	11	08
W	Rr	1734	0.179	2009	11	01
W	Rr	1035	0.107	2009	10	25
W	Rr	1297	0.134	2009	10	18
W	Rr	1267	0.131	2009	10	11
W	Rr	1440	0.149	2009	10	04
W	Rr	1521	0.157	2009	09	27
W	Rr	1121	0.116	2009	09	20
W	Rr	875	0.090	2009	09	13
W	Rr	1032	0.107	2009	09	06
W	Rr	1283	0.132	2009	08	30
W	Rr	1214	0.125	2009	08	23
W	Rr	1402	0.145	2009	08	16
W	Rr	1260	0.130	2009	08	09
W	Rr	1404	0.145	2009	08	02
W	Rr	1380	0.142	2009	07	26
W	Rr	1470	0.152	2009	07	19
W	Rr	1750	0.181	2009	07	12
W	Rr	1847	0.191	2009	07	05
W	Rr	1889	0.195	2009	06	28
W	Rr	1312	0.135	2009	06	21
W	Rr	1093	0.113	2009	06	14
W	Rr	1363	0.141	2009	06	07
W	Rr	1251	0.129	2009	05	31
W	Rr	1352	0.140	2009	05	24
W	Rr	1133	0.117	2009	05	17
W	Rr	1887	0.195	2009	05	10
W	Rr	1369	0.141	2009	05	03
W	Rr	1089	0.112	2009	04	26
W	Rr	1160	0.120	2009	04	19
W	Rr	1189	0.123	2009	04	12
W	Rr	1529	0.158	2009	04	05
W	Rr	1155	0.119	2009	03	29
W	Rr	1230	0.127	2009	03	22
W	Rr	1029	0.106	2009	03	15
W	Rr	1234	0.127	2009	03	08
W	Rr	1486	0.153	2009	03	01
W	Rr	1470	0.152	2009	02	22
W	Rr	1198	0.124	2009	02	15
W	Rr	1802	0.186	2009	02	08
W	Rr	1653	0.171	2009	02	01
W	Rr	1346	0.139	2009	01	25
W	Rr	1431	0.148	2009	01	18
W	Rr	1678	0.173	2009	01	11
W	Rr	1591	0.164	2009	01	04
W	Rr	886	0.091	2008	12	28
W	Rr	1148	0.118	2008	12	21
W	Rr	1428	0.147	2008	12	14
W	Rr	1508	0.156	2008	12	07
W	Rr	1194	0.123	2008	11	30
W	Rr	1070	0.110	2008	11	23
W	Rr	1396	0.144	2008	11	16
W	Rr	1255	0.130	2008	11	09
W	Rr	1314	0.136	2008	11	02
W	Rr	1397	0.144	2008	10	26
W	Rr	1638	0.169	2008	10	19
W	Rr	1298	0.134	2008	10	12
W	Rr	430	0.044	2008	10	05
W	Rr	723	0.075	2008	09	28
W	Rr	1308	0.135	2008	09	21
W	Rr	1242	0.128	2008	09	14
W	Rr	1409	0.145	2008	09	07
W	Rr	1142	0.118	2008	08	31
W	Rr	1022	0.105	2008	08	24
W	Rr	1062	0.110	2008	08	17
W	Rr	1188	0.123	2008	08	10
W	Rr	1232	0.127	2008	08	03
W	Rr	1050	0.108	2008	07	27
W	Rr	1272	0.131	2008	07	20
W	Rr	1305	0.135	2008	07	13
W	Rr	1093	0.113	2008	07	06
W	Rr	1182	0.122	2008	06	29
W	Rr	1937	0.200	2008	06	22
W	Rr	1493	0.154	2008	06	15
W	Rr	1083	0.112	2008	06	08
W	Rr	1283	0.132	2008	06	01
W	Rr	1432	0.148	2008	05	25
W	Rr	1726	0.178	2008	05	18
W	Rr	1580	0.163	2008	05	11
W	Rr	2661	0.275	2008	05	04
W	Rr	3648	0.376	2008	04	27
W	Rr	1400	0.144	2008	04	20
W	Rr	1365	0.141	2008	04	13
W	Rr	1213	0.125	2008	04	06
W	Rr	1670	0.172	2008	03	30
W	Rr	1211	0.125	2008	03	23
W	Rr	1144	0.118	2008	03	16
W	Rr	1301	0.134	2008	03	09
W	Rr	1292	0.133	2008	03	02
W	Rr	1427	0.147	2008	02	24
W	Rr	2207	0.228	2008	02	17
W	Rr	1124	0.116	2008	02	10
W	Rr	1561	0.161	2008	02	03
W	Rr	1533	0.158	2008	01	27
W	Rr	1389	0.143	2008	01	20
W	Rr	1133	0.117	2008	01	13
W	Rr	1404	0.145	2008	01	06
W	Rr	976	0.101	2007	12	30
W	Rr	801	0.083	2007	12	23
W	Rr	675	0.070	2007	12	16
W	*BT	R	7060	2014	02	16
D	Rr	803	0.083	2021	07	16
D	Rr	438	0.045	2021	07	15
D	Rr	346	0.036	2021	07	14
D	Rr	469	0.048	2021	07	13
D	Rr	356	0.037	2021	07	12
D	Rr	365	0.038	2021	07	11
D	Rr	0	0.000	2021	07	10
D	Rr	480	0.050	2021	07	09
D	Rr	516	0.053	2021	07	08
D	Rr	376	0.039	2021	07	07
D	Rr	605	0.062	2021	07	06
D	Rr	556	0.057	2021	07	05
D	Rr	223	0.023	2021	07	04
D	Rr	0	0.000	2021	07	03
D	Rr	451	0.047	2021	07	02
D	Rr	305	0.031	2021	07	01
D	Rr	507	0.052	2021	06	30
D	Rr	474	0.049	2021	06	29
D	Rr	399	0.041	2021	06	28
D	Rr	388	0.040	2021	06	27
D	Rr	0	0.000	2021	06	26
D	Rr	512	0.053	2021	06	25
D	Rr	330	0.034	2021	06	24
D	Rr	344	0.036	2021	06	23
D	Rr	462	0.048	2021	06	22
D	Rr	402	0.041	2021	06	21
D	Rr	416	0.043	2021	06	20
D	Rr	0	0.000	2021	06	19
D	Rr	362	0.037	2021	06	18
D	Rr	542	0.056	2021	06	17
D	Rr	259	0.027	2021	06	16
D	Rr	386	0.040	2021	06	15
D	Rr	389	0.040	2021	06	14
D	Rr	324	0.033	2021	06	13
D	Rr	0	0.000	2021	06	12
D	Rr	401	0.041	2021	06	11
D	Rr	388	0.040	2021	06	10
D	Rr	473	0.049	2021	06	09
D	Rr	370	0.038	2021	06	08
D	Rr	402	0.041	2021	06	07
D	Rr	230	0.024	2021	06	06
D	Rr	0	0.000	2021	06	05
D	*BT	R	2131	2008	05	03
d	Rr	115591	11.929	Sun
d	Rr	155346	16.032	Mon
d	Rr	158081	16.314	Tue
d	Rr	155957	16.095	Wed
d	Rr	157426	16.247	Thu
d	Rr	149548	15.434	Fri
d	Rr	77024	7.949	Sat
H	Rr	30	0.003	2021	07	16	23
H	Rr	11	0.001	2021	07	16	22
H	Rr	39	0.004	2021	07	16	21
H	Rr	8	0.001	2021	07	16	20
H	Rr	51	0.005	2021	07	16	19
H	Rr	15	0.002	2021	07	16	18
H	Rr	57	0.006	2021	07	16	17
H	Rr	69	0.007	2021	07	16	16
H	Rr	83	0.009	2021	07	16	15
H	Rr	30	0.003	2021	07	16	14
H	Rr	5	0.001	2021	07	16	13
H	Rr	30	0.003	2021	07	16	12
H	Rr	84	0.009	2021	07	16	11
H	Rr	30	0.003	2021	07	16	10
H	Rr	13	0.001	2021	07	16	09
H	Rr	93	0.010	2021	07	16	08
H	Rr	13	0.001	2021	07	16	07
H	Rr	27	0.003	2021	07	16	06
H	Rr	14	0.001	2021	07	16	05
H	Rr	2	0.000	2021	07	16	04
H	Rr	23	0.002	2021	07	16	03
H	Rr	17	0.002	2021	07	16	02
H	Rr	28	0.003	2021	07	16	01
H	Rr	31	0.003	2021	07	16	00
H	Rr	25	0.003	2021	07	15	23
H	Rr	7	0.001	2021	07	15	22
H	Rr	47	0.005	2021	07	15	21
H	Rr	31	0.003	2021	07	15	20
H	Rr	3	0.000	2021	07	15	19
H	Rr	5	0.001	2021	07	15	18
H	Rr	6	0.001	2021	07	15	17
H	Rr	11	0.001	2021	07	15	16
H	Rr	51	0.005	2021	07	15	15
H	Rr	28	0.003	2021	07	15	14
H	Rr	11	0.001	2021	07	15	13
H	Rr	3	0.000	2021	07	15	12
H	Rr	13	0.001	2021	07	15	11
H	Rr	7	0.001	2021	07	15	10
H	Rr	30	0.003	2021	07	15	09
H	Rr	5	0.001	2021	07	15	08
H	Rr	14	0.001	2021	07	15	07
H	Rr	23	0.002	2021	07	15	06
H	Rr	2	0.000	2021	07	15	05
H	Rr	74	0.008	2021	07	15	04
H	Rr	18	0.002	2021	07	15	03
H	Rr	10	0.001	2021	07	15	02
H	Rr	9	0.001	2021	07	15	01
H	Rr	5	0.001	2021	07	15	00
H	Rr	1	0.000	2021	07	14	23
H	Rr	32	0.003	2021	07	14	22
H	Rr	25	0.003	2021	07	14	21
H	Rr	8	0.001	2021	07	14	20
H	Rr	37	0.004	2021	07	14	19
H	Rr	17	0.002	2021	07	14	18
H	Rr	19	0.002	2021	07	14	17
H	Rr	30	0.003	2021	07	14	16
H	Rr	5	0.001	2021	07	14	15
H	Rr	35	0.004	2021	07	14	14
H	Rr	9	0.001	2021	07	14	13
H	Rr	3	0.000	2021	07	14	12
H	Rr	6	0.001	2021	07	14	11
H	Rr	19	0.002	2021	07	14	10
H	Rr	23	0.002	2021	07	14	09
H	Rr	4	0.000	2021	07	14	08
H	Rr	9	0.001	2021	07	14	07
H	Rr	9	0.001	2021	07	14	06
H	Rr	13	0.001	2021	07	14	05
H	Rr	6	0.001	2021	07	14	04
H	Rr	9	0.001	2021	07	14	03
H	Rr	11	0.001	2021	07	14	02
H	Rr	8	0.001	2021	07	14	01
H	Rr	8	0.001	2021	07	14	00
H	*BT	R	750	2020	12	11	23
h	Rr	38147	3.937	00
h	Rr	36975	3.816	01
h	Rr	37783	3.899	02
h	Rr	37259	3.845	03
h	Rr	36260	3.742	04
h	Rr	34325	3.542	05
h	Rr	33812	3.489	06
h	Rr	33413	3.448	07
h	Rr	32204	3.324	08
h	Rr	30713	3.170	09
h	Rr	30407	3.138	10
h	Rr	34014	3.510	11
h	Rr	34592	3.570	12
h	Rr	36619	3.779	13
h	Rr	42397	4.375	14
h	Rr	47823	4.935	15
h	Rr	51239	5.288	16
h	Rr	51032	5.267	17
h	Rr	52185	5.386	18
h	Rr	51659	5.331	19
h	Rr	51500	5.315	20
h	Rr	48267	4.981	21
h	Rr	44395	4.582	22
h	Rr	41953	4.330	23
4	Rr	4	0.000	2021	07	16	23	30
4	Rr	1	0.000	2021	07	16	23	15
4	Rr	25	0.003	2021	07	16	23	00
4	Rr	1	0.000	2021	07	16	22	45
4	Rr	0	0.000	2021	07	16	22	30
4	Rr	1	0.000	2021	07	16	22	15
4	Rr	9	0.001	2021	07	16	22	00
4	Rr	10	0.001	2021	07	16	21	45
4	Rr	5	0.001	2021	07	16	21	30
4	Rr	13	0.001	2021	07	16	21	15
4	Rr	11	0.001	2021	07	16	21	00
4	Rr	5	0.001	2021	07	16	20	45
4	Rr	2	0.000	2021	07	16	20	30
4	Rr	1	0.000	2021	07	16	20	15
4	Rr	0	0.000	2021	07	16	20	00
4	Rr	23	0.002	2021	07	16	19	45
4	Rr	5	0.001	2021	07	16	19	30
4	Rr	8	0.001	2021	07	16	19	15
4	Rr	15	0.002	2021	07	16	19	00
4	Rr	5	0.001	2021	07	16	18	45
4	Rr	4	0.000	2021	07	16	18	30
4	Rr	6	0.001	2021	07	16	18	15
4	Rr	0	0.000	2021	07	16	18	00
4	Rr	27	0.003	2021	07	16	17	45
4	Rr	3	0.000	2021	07	16	17	30
4	Rr	21	0.002	2021	07	16	17	15
4	Rr	6	0.001	2021	07	16	17	00
4	Rr	14	0.001	2021	07	16	16	45
4	Rr	7	0.001	2021	07	16	16	30
4	Rr	30	0.003	2021	07	16	16	15
4	Rr	18	0.002	2021	07	16	16	00
4	Rr	18	0.002	2021	07	16	15	45
4	Rr	22	0.002	2021	07	16	15	30
4	Rr	18	0.002	2021	07	16	15	15
4	Rr	25	0.003	2021	07	16	15	00
4	Rr	1	0.000	2021	07	16	14	45
4	Rr	22	0.002	2021	07	16	14	30
4	Rr	6	0.001	2021	07	16	14	15
4	Rr	1	0.000	2021	07	16	14	00
4	Rr	2	0.000	2021	07	16	13	45
4	Rr	1	0.000	2021	07	16	13	30
4	Rr	1	0.000	2021	07	16	13	15
4	Rr	1	0.000	2021	07	16	13	00
4	Rr	3	0.000	2021	07	16	12	45
4	Rr	4	0.000	2021	07	16	12	30
4	Rr	6	0.001	2021	07	16	12	15
4	Rr	17	0.002	2021	07	16	12	00
4	Rr	7	0.001	2021	07	16	11	45
4	Rr	70	0.007	2021	07	16	11	30
4	Rr	6	0.001	2021	07	16	11	15
4	Rr	1	0.000	2021	07	16	11	00
4	Rr	6	0.001	2021	07	16	10	45
4	Rr	22	0.002	2021	07	16	10	30
4	Rr	1	0.000	2021	07	16	10	15
4	Rr	1	0.000	2021	07	16	10	00
4	Rr	1	0.000	2021	07	16	09	45
4	Rr	3	0.000	2021	07	16	09	30
4	Rr	3	0.000	2021	07	16	09	15
4	Rr	6	0.001	2021	07	16	09	00
4	Rr	1	0.000	2021	07	16	08	45
4	Rr	2	0.000	2021	07	16	08	30
4	Rr	1	0.000	2021	07	16	08	15
4	Rr	89	0.009	2021	07	16	08	00
4	Rr	2	0.000	2021	07	16	07	45
4	Rr	0	0.000	2021	07	16	07	30
4	Rr	3	0.000	2021	07	16	07	15
4	Rr	8	0.001	2021	07	16	07	00
4	Rr	3	0.000	2021	07	16	06	45
4	Rr	2	0.000	2021	07	16	06	30
4	Rr	8	0.001	2021	07	16	06	15
4	Rr	14	0.001	2021	07	16	06	00
4	Rr	4	0.000	2021	07	16	05	45
4	Rr	5	0.001	2021	07	16	05	30
4	Rr	4	0.000	2021	07	16	05	15
4	Rr	1	0.000	2021	07	16	05	00
4	Rr	0	0.000	2021	07	16	04	45
4	Rr	1	0.000	2021	07	16	04	30
4	Rr	1	0.000	2021	07	16	04	15
4	Rr	0	0.000	2021	07	16	04	00
4	Rr	3	0.000	2021	07	16	03	45
4	Rr	4	0.000	2021	07	16	03	30
4	Rr	0	0.000	2021	07	16	03	15
4	Rr	16	0.002	2021	07	16	03	00
4	Rr	1	0.000	2021	07	16	02	45
4	Rr	7	0.001	2021	07	16	02	30
4	Rr	5	0.001	2021	07	16	02	15
4	Rr	4	0.000	2021	07	16	02	00
4	Rr	13	0.001	2021	07	16	01	45
4	Rr	6	0.001	2021	07	16	01	30
4	Rr	6	0.001	2021	07	16	01	15
4	Rr	3	0.000	2021	07	16	01	00
4	Rr	23	0.002	2021	07	16	00	45
4	Rr	7	0.001	2021	07	16	00	30
4	Rr	1	0.000	2021	07	16	00	15
4	Rr	0	0.000	2021	07	16	00	00
4	Rr	1	0.000	2021	07	15	23	45
4	*BT	R	744	2021	04	12	15	00
6	Rr	9470	0.977	00	00
6	Rr	9531	0.984	00	15
6	Rr	9371	0.967	00	30
6	Rr	9775	1.009	00	45
6	Rr	9180	0.947	01	00
6	Rr	9304	0.960	01	15
6	Rr	9374	0.967	01	30
6	Rr	9117	0.941	01	45
6	Rr	8999	0.929	02	00
6	Rr	9850	1.017	02	15
6	Rr	9618	0.993	02	30
6	Rr	9316	0.961	02	45
6	Rr	9050	0.934	03	00
6	Rr	8744	0.902	03	15
6	Rr	9116	0.941	03	30
6	Rr	10349	1.068	03	45
6	Rr	9103	0.939	04	00
6	Rr	9641	0.995	04	15
6	Rr	8446	0.872	04	30
6	Rr	9070	0.936	04	45
6	Rr	8319	0.859	05	00
6	Rr	9094	0.939	05	15
6	Rr	8750	0.903	05	30
6	Rr	8162	0.842	05	45
6	Rr	9236	0.953	06	00
6	Rr	8369	0.864	06	15
6	Rr	8386	0.865	06	30
6	Rr	7821	0.807	06	45
6	Rr	8483	0.875	07	00
6	Rr	8720	0.900	07	15
6	Rr	8701	0.898	07	30
6	Rr	7509	0.775	07	45
6	Rr	8225	0.849	08	00
6	Rr	7858	0.811	08	15
6	Rr	8578	0.885	08	30
6	Rr	7543	0.778	08	45
6	Rr	7766	0.801	09	00
6	Rr	7941	0.820	09	15
6	Rr	7717	0.796	09	30
6	Rr	7289	0.752	09	45
6	Rr	7324	0.756	10	00
6	Rr	7418	0.766	10	15
6	Rr	7637	0.788	10	30
6	Rr	8028	0.829	10	45
6	Rr	9541	0.985	11	00
6	Rr	8010	0.827	11	15
6	Rr	8135	0.840	11	30
6	Rr	8328	0.859	11	45
6	Rr	9635	0.994	12	00
6	Rr	8134	0.839	12	15
6	Rr	8319	0.859	12	30
6	Rr	8504	0.878	12	45
6	Rr	9052	0.934	13	00
6	Rr	8984	0.927	13	15
6	Rr	9623	0.993	13	30
6	Rr	8960	0.925	13	45
6	Rr	10193	1.052	14	00
6	Rr	10635	1.098	14	15
6	Rr	10762	1.111	14	30
6	Rr	10807	1.115	14	45
6	Rr	11940	1.232	15	00
6	Rr	11328	1.169	15	15
6	Rr	12048	1.243	15	30
6	Rr	12507	1.291	15	45
6	Rr	12662	1.307	16	00
6	Rr	12393	1.279	16	15
6	Rr	12951	1.337	16	30
6	Rr	13233	1.366	16	45
6	Rr	12863	1.327	17	00
6	Rr	12687	1.309	17	15
6	Rr	12979	1.339	17	30
6	Rr	12503	1.290	17	45
6	Rr	12529	1.293	18	00
6	Rr	13250	1.367	18	15
6	Rr	13214	1.364	18	30
6	Rr	13192	1.361	18	45
6	Rr	14028	1.448	19	00
6	Rr	12313	1.271	19	15
6	Rr	12793	1.320	19	30
6	Rr	12525	1.293	19	45
6	Rr	13310	1.374	20	00
6	Rr	12787	1.320	20	15
6	Rr	12235	1.263	20	30
6	Rr	13168	1.359	20	45
6	Rr	12929	1.334	21	00
6	Rr	11988	1.237	21	15
6	Rr	11502	1.187	21	30
6	Rr	11848	1.223	21	45
6	Rr	11196	1.155	22	00
6	Rr	11244	1.160	22	15
6	Rr	11076	1.143	22	30
6	Rr	10879	1.123	22	45
6	Rr	11201	1.156	23	00
6	Rr	11216	1.158	23	15
6	Rr	9970	1.029	23	30
6	Rr	9566	0.987	23	45
5	Rr	1	0.000	2021	07	16	23	40
5	Rr	0	0.000	2021	07	16	23	35
5	Rr	3	0.000	2021	07	16	23	30
5	Rr	0	0.000	2021	07	16	23	25
5	Rr	0	0.000	2021	07	16	23	20
5	Rr	1	0.000	2021	07	16	23	15
5	Rr	0	0.000	2021	07	16	23	10
5	Rr	1	0.000	2021	07	16	23	05
5	Rr	24	0.002	2021	07	16	23	00
5	Rr	0	0.000	2021	07	16	22	55
5	Rr	1	0.000	2021	07	16	22	50
5	Rr	0	0.000	2021	07	16	22	45
5	Rr	0	0.000	2021	07	16	22	40
5	Rr	0	0.000	2021	07	16	22	35
5	Rr	0	0.000	2021	07	16	22	30
5	Rr	1	0.000	2021	07	16	22	25
5	Rr	0	0.000	2021	07	16	22	20
5	Rr	0	0.000	2021	07	16	22	15
5	Rr	0	0.000	2021	07	16	22	10
5	Rr	1	0.000	2021	07	16	22	05
5	Rr	8	0.001	2021	07	16	22	00
5	Rr	0	0.000	2021	07	16	21	55
5	Rr	5	0.001	2021	07	16	21	50
5	Rr	5	0.001	2021	07	16	21	45
5	Rr	1	0.000	2021	07	16	21	40
5	Rr	1	0.000	2021	07	16	21	35
5	Rr	3	0.000	2021	07	16	21	30
5	Rr	10	0.001	2021	07	16	21	25
5	Rr	2	0.000	2021	07	16	21	20
5	Rr	1	0.000	2021	07	16	21	15
5	Rr	4	0.000	2021	07	16	21	10
5	Rr	1	0.000	2021	07	16	21	05
5	Rr	6	0.001	2021	07	16	21	00
5	Rr	2	0.000	2021	07	16	20	55
5	Rr	2	0.000	2021	07	16	20	50
5	Rr	1	0.000	2021	07	16	20	45
5	Rr	2	0.000	2021	07	16	20	40
5	Rr	0	0.000	2021	07	16	20	35
5	Rr	0	0.000	2021	07	16	20	30
5	Rr	0	0.000	2021	07	16	20	25
5	Rr	1	0.000	2021	07	16	20	20
5	Rr	0	0.000	2021	07	16	20	15
5	Rr	0	0.000	2021	07	16	20	10
5	Rr	0	0.000	2021	07	16	20	05
5	Rr	0	0.000	2021	07	16	20	00
5	Rr	4	0.000	2021	07	16	19	55
5	Rr	10	0.001	2021	07	16	19	50
5	Rr	9	0.001	2021	07	16	19	45
5	Rr	0	0.000	2021	07	16	19	40
5	Rr	2	0.000	2021	07	16	19	35
5	Rr	3	0.000	2021	07	16	19	30
5	Rr	6	0.001	2021	07	16	19	25
5	Rr	0	0.000	2021	07	16	19	20
5	Rr	2	0.000	2021	07	16	19	15
5	Rr	11	0.001	2021	07	16	19	10
5	Rr	3	0.000	2021	07	16	19	05
5	Rr	1	0.000	2021	07	16	19	00
5	Rr	1	0.000	2021	07	16	18	55
5	Rr	3	0.000	2021	07	16	18	50
5	Rr	1	0.000	2021	07	16	18	45
5	Rr	2	0.000	2021	07	16	18	40
5	Rr	2	0.000	2021	07	16	18	35
5	Rr	0	0.000	2021	07	16	18	30
5	Rr	0	0.000	2021	07	16	18	25
5	Rr	4	0.000	2021	07	16	18	20
5	Rr	2	0.000	2021	07	16	18	15
5	Rr	0	0.000	2021	07	16	18	10
5	Rr	0	0.000	2021	07	16	18	05
5	Rr	0	0.000	2021	07	16	18	00
5	Rr	2	0.000	2021	07	16	17	55
5	Rr	25	0.003	2021	07	16	17	50
5	Rr	0	0.000	2021	07	16	17	45
5	Rr	0	0.000	2021	07	16	17	40
5	Rr	1	0.000	2021	07	16	17	35
5	Rr	2	0.000	2021	07	16	17	30
5	Rr	0	0.000	2021	07	16	17	25
5	Rr	1	0.000	2021	07	16	17	20
5	Rr	20	0.002	2021	07	16	17	15
5	Rr	5	0.001	2021	07	16	17	10
5	Rr	1	0.000	2021	07	16	17	05
